Date,Vegetable,Price
15/03/2022,Spinach,15
15/03/2022,Ladies Finger,29
15/03/2022,Onion,39
15/03/2022,Potato,20
15/03/2022,Bitter Gourd,30
15/03/2023,Banana,7
15/03/2023,Onion,18
15/03/2023,Spinach,15
15/03/2023,Snake Gourd,26
15/03/2023,Tomato,30
15/03/2023,Mango Raw,99
15/03/2023,Green Chilli,40
15/03/2023,French Beans,39
15/03/2023,Lemon,57
15/03/2023,Ladies Finger,44
15/03/2023,Capsicum,40
15/03/2023,Potato,27
15/03/2023,Coriander Leaves,7
15/03/2023,Bitter Gourd,32
15/03/2023,Amla,60
15/03/2023,Ivy Gourd,27
15/04/2022,French Beans,27
15/04/2022,Green Chilli,43
15/04/2022,Ladies Finger,21
15/04/2022,Coriander Leaves,11
15/04/2022,Mango Raw,57
15/04/2022,Spinach,14
15/04/2022,Potato,21
15/04/2022,Tomato,15
15/04/2022,Lemon,37
15/04/2022,Banana,9
15/04/2022,Snake Gourd,18
15/04/2022,Onion,18
15/04/2022,Amla,50
15/04/2022,Capsicum,36
15/04/2022,Bitter Gourd,27
15/04/2022,Ivy Gourd,31
15/04/2023,Banana,8
15/04/2023,Green Chilli,45
15/04/2023,Ivy Gourd,28
15/04/2023,Mango Raw,31
15/04/2023,Spinach,14
15/04/2023,Onion,19
15/04/2023,Lemon,50
15/04/2023,Amla,70
15/04/2023,Tomato,17
15/04/2023,Potato,23
15/04/2023,Snake Gourd,26
15/04/2023,Bitter Gourd,34
15/04/2023,Coriander Leaves,8
15/04/2023,Ladies Finger,33
15/04/2023,Capsicum,48
15/04/2023,French Beans,47
15/05/2022,Amla,70
15/05/2022,Spinach,14
15/05/2022,Snake Gourd,22
15/05/2022,Green Chilli,37
15/05/2022,Potato,27
15/05/2022,Tomato,59
15/05/2022,French Beans,36
15/05/2022,Onion,20
15/05/2022,Banana,7
15/05/2022,Coriander Leaves,11
15/05/2022,Ladies Finger,21
15/05/2022,Ivy Gourd,24
15/05/2022,Lemon,126
15/05/2022,Mango Raw,28
15/05/2022,Bitter Gourd,26
15/05/2022,Capsicum,36
15/05/2023,Tomato,17
15/05/2023,Onion,20
15/05/2023,Amla,70
15/05/2023,Spinach,13
15/05/2023,Bitter Gourd,32
15/05/2023,Coriander Leaves,6
15/05/2023,Capsicum,42
15/05/2023,Potato,23
15/05/2023,Ivy Gourd,27
15/05/2023,French Beans,43
15/05/2023,Snake Gourd,26
15/05/2023,Green Chilli,39
15/05/2023,Ladies Finger,38
15/05/2023,Mango Raw,34
15/05/2023,Lemon,52
15/05/2023,Banana,10
15/06/2022,Onion,19
15/06/2022,Potato,28
15/06/2022,Bitter Gourd,38
15/06/2022,Ivy Gourd,28
15/06/2022,Mango Raw,28
15/06/2022,Amla,60
15/06/2022,Snake Gourd,22
15/06/2022,Capsicum,33
15/06/2022,Banana,7
15/06/2022,Ladies Finger,44
15/06/2022,Coriander Leaves,10
15/06/2022,Green Chilli,38
15/06/2022,French Beans,69
15/06/2022,Spinach,10
15/06/2022,Tomato,58
15/06/2022,Lemon,55
15/06/2023,Coriander Leaves,9
15/06/2023,Spinach,14
15/06/2023,Tomato,36
15/06/2023,Ivy Gourd,22
15/06/2023,French Beans,91
15/06/2023,Snake Gourd,27
15/06/2023,Lemon,59
15/06/2023,Capsicum,50
15/06/2023,Green Chilli,47
15/06/2023,Banana,11
15/06/2023,Bitter Gourd,35
15/06/2023,Potato,29
15/06/2023,Onion,23
15/06/2023,Amla,90
15/06/2023,Mango Raw,23
15/06/2023,Ladies Finger,39
15/07/2022,Bitter Gourd,33
15/07/2022,Banana,5
15/07/2022,Mango Raw,40
15/07/2022,Lemon,57
15/07/2022,Ladies Finger,32
15/07/2022,Spinach,15
15/07/2022,Capsicum,33
15/07/2022,Amla,50
15/07/2022,Potato,23
15/07/2022,French Beans,56
15/07/2022,Snake Gourd,24
15/07/2022,Coriander Leaves,9
15/07/2022,Ivy Gourd,25
15/07/2022,Green Chilli,32
15/07/2022,Tomato,20
15/07/2022,Onion,19
15/07/2023,Spinach,15
15/07/2023,Coriander Leaves,11
15/07/2023,Capsicum,42
15/07/2023,Lemon,52
15/07/2023,Bitter Gourd,33
15/07/2023,Green Chilli,58
15/07/2023,Banana,11
15/07/2023,Mango Raw,25
15/07/2023,Amla,70
15/07/2023,Snake Gourd,33
15/07/2023,Tomato,128
15/07/2023,French Beans,66
15/07/2023,Onion,23
15/07/2023,Potato,26
15/07/2023,Ladies Finger,41
15/07/2023,Ivy Gourd,22
15/08/2022,Banana,9
15/08/2022,Onion,27
15/08/2022,Ladies Finger,30
15/08/2022,Lemon,65
15/08/2022,Bitter Gourd,31
15/08/2022,Capsicum,36
15/08/2022,Spinach,15
15/08/2022,French Beans,64
15/08/2022,Ivy Gourd,25
15/08/2022,Tomato,19
15/08/2022,Mango Raw,109
15/08/2022,Green Chilli,39
15/08/2022,Potato,29
15/08/2022,Snake Gourd,30
15/08/2022,Coriander Leaves,8
15/08/2022,Amla,60
15/08/2023,Bitter Gourd,33
15/08/2023,Green Chilli,97
15/08/2023,Onion,26
15/08/2023,Potato,27
15/08/2023,Snake Gourd,32
15/08/2023,Spinach,17
15/08/2023,Ivy Gourd,22
15/08/2023,Amla,90
15/08/2023,Tomato,78
15/08/2023,Coriander Leaves,11
15/08/2023,Capsicum,45
15/08/2023,French Beans,60
15/08/2023,Lemon,45
15/08/2023,Ladies Finger,40
15/08/2023,Mango Raw,30
15/08/2023,Banana,11
15/09/2022,Potato,31
15/09/2022,Onion,24
15/09/2022,Green Chilli,35
15/09/2022,Snake Gourd,29
15/09/2022,Amla,50
15/09/2022,Coriander Leaves,7
15/09/2022,Ivy Gourd,26
15/09/2022,Spinach,10
15/09/2022,Tomato,45
15/09/2022,Banana,10
15/09/2022,French Beans,55
15/09/2022,Bitter Gourd,30
15/09/2022,Mango Raw,107
15/09/2022,Capsicum,38
15/09/2022,Ladies Finger,20
15/09/2022,Lemon,62
15/10/2022,Spinach,12
15/10/2022,Green Chilli,37
15/10/2022,Potato,31
15/10/2022,Coriander Leaves,11
15/10/2022,Onion,23
15/10/2022,Banana,11
15/10/2022,Mango Raw,103
15/10/2022,Capsicum,40
15/10/2022,Ivy Gourd,25
15/10/2022,Snake Gourd,30
15/10/2022,Ladies Finger,21
15/10/2022,Lemon,55
15/10/2022,Bitter Gourd,36
15/10/2022,Amla,60
15/10/2022,Tomato,35
15/10/2022,French Beans,65
15/11/2022,French Beans,64
15/11/2022,Capsicum,38
15/11/2022,Ivy Gourd,24
15/11/2022,Spinach,12
15/11/2022,Green Chilli,36
15/11/2022,Potato,36
15/11/2022,Snake Gourd,30
15/11/2022,Onion,38
15/11/2022,Amla,50
15/11/2022,Banana,9
15/11/2022,Coriander Leaves,9
15/11/2022,Lemon,62
15/11/2022,Bitter Gourd,30
15/11/2022,Mango Raw,88
15/11/2022,Tomato,22
15/11/2022,Ladies Finger,22
15/12/2022,Spinach,15
15/12/2022,Coriander Leaves,9
15/12/2022,Green Chilli,36
15/12/2022,Onion,29
15/12/2022,Lemon,52
15/12/2022,Amla,60
15/12/2022,Tomato,15
15/12/2022,Ivy Gourd,25
15/12/2022,Bitter Gourd,31
15/12/2022,French Beans,24
15/12/2022,Mango Raw,87
15/12/2022,Banana,9
15/12/2022,Potato,30
15/12/2022,Capsicum,42
15/12/2022,Ladies Finger,26
15/12/2022,Snake Gourd,28
16/01/2022,French Beans,37
16/01/2022,Tomato,38
16/01/2022,Amla,50
16/01/2022,Banana,7
16/01/2022,Ladies Finger,55
16/01/2022,Green Chilli,52
16/01/2022,Lemon,40
16/01/2022,Bitter Gourd,49
16/01/2022,Potato,30
16/01/2022,Snake Gourd,43
16/01/2022,Coriander Leaves,10
16/01/2022,Ivy Gourd,32
16/01/2022,Capsicum,39
16/01/2022,Spinach,11
16/01/2022,Onion,29
16/01/2022,Mango Raw,74
16/01/2023,Spinach,13
16/01/2023,Ladies Finger,32
16/01/2023,Mango Raw,92
16/01/2023,Green Chilli,37
16/01/2023,Coriander Leaves,8
16/01/2023,Ivy Gourd,26
16/01/2023,Lemon,56
16/01/2023,Amla,50
16/01/2023,Snake Gourd,30
16/01/2023,Bitter Gourd,32
16/01/2023,Onion,26
16/01/2023,French Beans,30
16/01/2023,Capsicum,47
16/01/2023,Banana,7
16/01/2023,Potato,31
16/01/2023,Tomato,19
16/02/2022,Ivy Gourd,33
16/02/2022,Tomato,18
16/02/2022,Banana,6
16/02/2022,Lemon,39
16/02/2022,Green Chilli,60
16/02/2022,French Beans,34
16/02/2022,Onion,35
16/02/2022,Amla,60
16/02/2022,Mango Raw,75
16/02/2022,Potato,23
16/02/2022,Coriander Leaves,7
16/02/2022,Snake Gourd,30
16/02/2022,Bitter Gourd,36
16/02/2022,Capsicum,47
16/02/2022,Spinach,13
16/02/2022,Ladies Finger,57
16/02/2023,Onion,22
16/02/2023,Banana,11
16/02/2023,Amla,70
16/02/2023,French Beans,37
16/02/2023,Bitter Gourd,30
16/02/2023,Potato,37
16/02/2023,Coriander Leaves,5
16/02/2023,Green Chilli,43
16/02/2023,Capsicum,44
16/02/2023,Spinach,13
16/02/2023,Lemon,58
16/02/2023,Mango Raw,94
16/02/2023,Ladies Finger,44
16/02/2023,Snake Gourd,32
16/02/2023,Ivy Gourd,25
16/02/2023,Tomato,24
16/03/2022,Lemon,35
16/03/2022,Capsicum,36
16/03/2022,Coriander Leaves,9
16/03/2022,Amla,50
16/03/2022,Potato,20
16/03/2022,Tomato,19
16/03/2022,Onion,39
16/03/2022,Banana,5
16/03/2022,Spinach,15
16/03/2022,Snake Gourd,21
16/03/2022,Green Chilli,44
16/03/2022,Ivy Gourd,33
16/03/2022,Bitter Gourd,30
16/03/2022,Mango Raw,76
16/03/2022,Ladies Finger,29
16/03/2022,French Beans,28
16/03/2023,Coriander Leaves,8
16/03/2023,Tomato,26
16/03/2023,Banana,10
16/03/2023,Snake Gourd,29
16/03/2023,Lemon,60
16/03/2023,Onion,18
16/03/2023,Ivy Gourd,23
16/03/2023,French Beans,42
16/03/2023,Spinach,12
16/03/2023,Green Chilli,45
16/03/2023,Ladies Finger,45
16/03/2023,Mango Raw,84
16/03/2023,Capsicum,47
16/03/2023,Potato,28
16/03/2023,Bitter Gourd,28
16/03/2023,Amla,60
16/04/2022,Onion,18
16/04/2022,Tomato,15
16/04/2022,Snake Gourd,18
16/04/2022,Potato,21
16/04/2022,Lemon,37
16/04/2022,Capsicum,36
16/04/2022,Bitter Gourd,27
16/04/2022,Ivy Gourd,31
16/04/2022,Amla,50
16/04/2022,Green Chilli,43
16/04/2022,Spinach,14
16/04/2022,Mango Raw,57
16/04/2022,Ladies Finger,21
16/04/2022,Coriander Leaves,11
16/04/2022,Banana,9
16/04/2022,French Beans,27
16/04/2023,Banana,8
16/04/2023,Onion,19
16/04/2023,Bitter Gourd,34
16/04/2023,Tomato,17
16/04/2023,Potato,23
16/04/2023,Spinach,14
16/04/2023,French Beans,47
16/04/2023,Lemon,50
16/04/2023,Amla,70
16/04/2023,Capsicum,48
16/04/2023,Green Chilli,45
16/04/2023,Mango Raw,31
16/04/2023,Ladies Finger,33
16/04/2023,Ivy Gourd,28
16/04/2023,Snake Gourd,26
16/04/2023,Coriander Leaves,8
16/05/2022,Amla,70
16/05/2022,Green Chilli,37
16/05/2022,Lemon,126
16/05/2022,Potato,27
16/05/2022,Ladies Finger,21
16/05/2022,Spinach,14
16/05/2022,Banana,7
16/05/2022,Onion,20
16/05/2022,Mango Raw,28
16/05/2022,Capsicum,36
16/05/2022,Bitter Gourd,26
16/05/2022,Coriander Leaves,11
16/05/2022,Snake Gourd,22
16/05/2022,Tomato,59
16/05/2022,French Beans,36
16/05/2022,Ivy Gourd,24
16/05/2023,Amla,70
16/05/2023,Banana,10
16/05/2023,Green Chilli,39
16/05/2023,Snake Gourd,26
16/05/2023,Lemon,52
16/05/2023,Bitter Gourd,32
16/05/2023,Coriander Leaves,6
16/05/2023,Tomato,17
16/05/2023,Mango Raw,34
16/05/2023,Capsicum,42
16/05/2023,Ivy Gourd,27
16/05/2023,Potato,23
16/05/2023,Spinach,13
16/05/2023,Onion,21
16/05/2023,French Beans,43
16/05/2023,Ladies Finger,38
16/06/2022,Tomato,58
16/06/2022,Banana,7
16/06/2022,Lemon,55
16/06/2022,Ivy Gourd,28
16/06/2022,Amla,60
16/06/2022,Spinach,10
16/06/2022,Onion,19
16/06/2022,Green Chilli,38
16/06/2022,Potato,28
16/06/2022,French Beans,69
16/06/2022,Mango Raw,28
16/06/2022,Coriander Leaves,10
16/06/2022,Ladies Finger,44
16/06/2022,Capsicum,33
16/06/2022,Bitter Gourd,38
16/06/2022,Snake Gourd,22
16/06/2023,Ivy Gourd,26
16/06/2023,Spinach,16
16/06/2023,Amla,90
16/06/2023,Ladies Finger,43
16/06/2023,Bitter Gourd,35
16/06/2023,Potato,30
16/06/2023,Onion,23
16/06/2023,Mango Raw,26
16/06/2023,Banana,10
16/06/2023,French Beans,86
16/06/2023,Coriander Leaves,11
16/06/2023,Tomato,38
16/06/2023,Capsicum,45
16/06/2023,Green Chilli,48
16/06/2023,Lemon,54
16/06/2023,Snake Gourd,35
16/07/2022,Bitter Gourd,33
16/07/2022,Lemon,57
16/07/2022,Tomato,20
16/07/2022,Green Chilli,32
16/07/2022,Ladies Finger,32
16/07/2022,Onion,19
16/07/2022,Capsicum,33
16/07/2022,Banana,5
16/07/2022,Mango Raw,40
16/07/2022,Spinach,15
16/07/2022,French Beans,56
16/07/2022,Snake Gourd,24
16/07/2022,Coriander Leaves,9
16/07/2022,Potato,23
16/07/2022,Amla,50
16/07/2022,Ivy Gourd,25
16/07/2023,Onion,23
16/07/2023,Potato,26
16/07/2023,Capsicum,42
16/07/2023,Amla,70
16/07/2023,Tomato,128
16/07/2023,Banana,11
16/07/2023,Bitter Gourd,33
16/07/2023,Spinach,15
16/07/2023,Snake Gourd,33
16/07/2023,Mango Raw,25
16/07/2023,French Beans,66
16/07/2023,Lemon,52
16/07/2023,Ladies Finger,41
16/07/2023,Coriander Leaves,11
16/07/2023,Ivy Gourd,22
16/07/2023,Green Chilli,58
16/08/2022,Tomato,19
16/08/2022,Snake Gourd,30
16/08/2022,Coriander Leaves,8
16/08/2022,French Beans,64
16/08/2022,Green Chilli,39
16/08/2022,Onion,27
16/08/2022,Capsicum,36
16/08/2022,Mango Raw,109
16/08/2022,Banana,9
16/08/2022,Potato,29
16/08/2022,Lemon,65
16/08/2022,Amla,60
16/08/2022,Spinach,15
16/08/2022,Ladies Finger,30
16/08/2022,Ivy Gourd,25
16/08/2022,Bitter Gourd,31
16/08/2023,Mango Raw,30
16/08/2023,Amla,90
16/08/2023,Banana,11
16/08/2023,French Beans,60
16/08/2023,Ivy Gourd,22
16/08/2023,Lemon,45
16/08/2023,Bitter Gourd,33
16/08/2023,Spinach,17
16/08/2023,Snake Gourd,32
16/08/2023,Tomato,78
16/08/2023,Ladies Finger,40
16/08/2023,Capsicum,45
16/08/2023,Coriander Leaves,11
16/08/2023,Green Chilli,97
16/08/2023,Potato,27
16/08/2023,Onion,26
16/09/2022,French Beans,53
16/09/2022,Green Chilli,38
16/09/2022,Potato,33
16/09/2022,Banana,7
16/09/2022,Spinach,10
16/09/2022,Amla,50
16/09/2022,Bitter Gourd,32
16/09/2022,Tomato,40
16/09/2022,Lemon,50
16/09/2022,Onion,22
16/09/2022,Ivy Gourd,27
16/09/2022,Ladies Finger,20
16/09/2022,Capsicum,42
16/09/2022,Snake Gourd,28
16/09/2022,Coriander Leaves,7
16/09/2022,Mango Raw,106
16/10/2022,French Beans,65
16/10/2022,Snake Gourd,30
16/10/2022,Ladies Finger,21
16/10/2022,Banana,11
16/10/2022,Green Chilli,37
16/10/2022,Potato,31
16/10/2022,Amla,60
16/10/2022,Capsicum,40
16/10/2022,Spinach,12
16/10/2022,Mango Raw,103
16/10/2022,Onion,23
16/10/2022,Tomato,35
16/10/2022,Bitter Gourd,36
16/10/2022,Lemon,55
16/10/2022,Ivy Gourd,25
16/10/2022,Coriander Leaves,11
16/11/2022,Tomato,22
16/11/2022,Capsicum,38
16/11/2022,Onion,38
16/11/2022,Snake Gourd,30
16/11/2022,Amla,50
16/11/2022,Bitter Gourd,30
16/11/2022,Green Chilli,36
16/11/2022,Lemon,62
16/11/2022,Coriander Leaves,9
16/11/2022,Ivy Gourd,24
16/11/2022,Banana,9
16/11/2022,Ladies Finger,22
16/11/2022,Spinach,12
16/11/2022,Mango Raw,88
16/11/2022,Potato,36
16/11/2022,French Beans,64
16/12/2022,Mango Raw,87
16/12/2022,Lemon,52
16/12/2022,Ladies Finger,26
16/12/2022,Tomato,15
16/12/2022,Capsicum,42
16/12/2022,Amla,60
16/12/2022,Onion,29
16/12/2022,French Beans,24
16/12/2022,Bitter Gourd,31
16/12/2022,Spinach,15
16/12/2022,Snake Gourd,28
16/12/2022,Ivy Gourd,25
16/12/2022,Coriander Leaves,9
16/12/2022,Green Chilli,36
16/12/2022,Potato,30
16/12/2022,Banana,9
17/01/2022,Bitter Gourd,39
17/01/2022,Lemon,36
17/01/2022,Spinach,12
17/01/2022,Onion,30
17/01/2022,Amla,60
17/01/2022,Coriander Leaves,7
17/01/2022,Ivy Gourd,35
17/01/2022,Banana,4
17/01/2022,Ladies Finger,54
17/01/2022,Tomato,35
17/01/2022,Potato,24
17/01/2022,French Beans,31
17/01/2022,Capsicum,43
17/01/2022,Mango Raw,76
17/01/2022,Green Chilli,50
17/01/2022,Snake Gourd,37
17/01/2023,French Beans,31
17/01/2023,Green Chilli,32
17/01/2023,Potato,26
17/01/2023,Coriander Leaves,8
17/01/2023,Ivy Gourd,23
17/01/2023,Capsicum,46
17/01/2023,Tomato,20
17/01/2023,Lemon,49
17/01/2023,Spinach,11
17/01/2023,Onion,26
17/01/2023,Banana,10
17/01/2023,Amla,70
17/01/2023,Mango Raw,82
17/01/2023,Bitter Gourd,31
17/01/2023,Ladies Finger,28
17/01/2023,Snake Gourd,30
17/02/2022,Tomato,17
17/02/2022,Onion,35
17/02/2022,Spinach,13
17/02/2022,Amla,50
17/02/2022,Ivy Gourd,34
17/02/2022,Bitter Gourd,33
17/02/2022,Capsicum,43
17/02/2022,Lemon,40
17/02/2022,Snake Gourd,31
17/02/2022,Banana,6
17/02/2022,Coriander Leaves,12
17/02/2022,Mango Raw,70
17/02/2022,Green Chilli,57
17/02/2022,French Beans,37
17/02/2022,Ladies Finger,54
17/02/2022,Potato,23
17/02/2023,Ladies Finger,44
17/02/2023,Amla,70
17/02/2023,Ivy Gourd,25
17/02/2023,Mango Raw,94
17/02/2023,Tomato,24
17/02/2023,Capsicum,44
17/02/2023,Bitter Gourd,30
17/02/2023,Spinach,13
17/02/2023,Onion,23
17/02/2023,Snake Gourd,32
17/02/2023,Green Chilli,43
17/02/2023,French Beans,37
17/02/2023,Potato,37
17/02/2023,Banana,11
17/02/2023,Lemon,58
17/02/2023,Coriander Leaves,5
17/03/2022,Bitter Gourd,24
17/03/2022,Snake Gourd,20
17/03/2022,Ladies Finger,29
17/03/2022,Banana,7
17/03/2022,Potato,25
17/03/2022,Coriander Leaves,9
17/03/2022,Mango Raw,81
17/03/2022,Onion,34
17/03/2022,Ivy Gourd,34
17/03/2022,Tomato,18
17/03/2022,French Beans,26
17/03/2022,Capsicum,32
17/03/2022,Green Chilli,38
17/03/2022,Lemon,37
17/03/2022,Amla,60
17/03/2022,Spinach,13
17/03/2023,Ivy Gourd,23
17/03/2023,Coriander Leaves,8
17/03/2023,Onion,18
17/03/2023,Bitter Gourd,28
17/03/2023,Mango Raw,84
17/03/2023,Potato,28
17/03/2023,Lemon,60
17/03/2023,Spinach,12
17/03/2023,Green Chilli,45
17/03/2023,Snake Gourd,29
17/03/2023,French Beans,42
17/03/2023,Banana,10
17/03/2023,Ladies Finger,45
17/03/2023,Capsicum,47
17/03/2023,Amla,60
17/03/2023,Tomato,26
17/04/2022,Ladies Finger,19
17/04/2022,Tomato,15
17/04/2022,Ivy Gourd,28
17/04/2022,Snake Gourd,20
17/04/2022,Mango Raw,51
17/04/2022,Coriander Leaves,8
17/04/2022,Bitter Gourd,26
17/04/2022,Onion,19
17/04/2022,Amla,50
17/04/2022,Capsicum,33
17/04/2022,Potato,26
17/04/2022,French Beans,24
17/04/2022,Lemon,40
17/04/2022,Green Chilli,44
17/04/2022,Spinach,10
17/04/2022,Banana,8
17/04/2023,Tomato,17
17/04/2023,Lemon,50
17/04/2023,Mango Raw,31
17/04/2023,French Beans,47
17/04/2023,Bitter Gourd,34
17/04/2023,Potato,23
17/04/2023,Spinach,14
17/04/2023,Onion,19
17/04/2023,Banana,8
17/04/2023,Capsicum,48
17/04/2023,Amla,70
17/04/2023,Green Chilli,45
17/04/2023,Ladies Finger,33
17/04/2023,Snake Gourd,26
17/04/2023,Ivy Gourd,28
17/04/2023,Coriander Leaves,8
17/05/2022,Capsicum,36
17/05/2022,French Beans,36
17/05/2022,Ivy Gourd,24
17/05/2022,Potato,27
17/05/2022,Tomato,59
17/05/2022,Lemon,126
17/05/2022,Amla,70
17/05/2022,Banana,7
17/05/2022,Spinach,14
17/05/2022,Green Chilli,37
17/05/2022,Onion,20
17/05/2022,Ladies Finger,21
17/05/2022,Snake Gourd,22
17/05/2022,Coriander Leaves,11
17/05/2022,Bitter Gourd,26
17/05/2022,Mango Raw,28
17/05/2023,Potato,23
17/05/2023,Capsicum,42
17/05/2023,Snake Gourd,26
17/05/2023,Tomato,17
17/05/2023,Amla,70
17/05/2023,Spinach,13
17/05/2023,Mango Raw,34
17/05/2023,Ladies Finger,38
17/05/2023,Bitter Gourd,32
17/05/2023,French Beans,43
17/05/2023,Green Chilli,39
17/05/2023,Coriander Leaves,6
17/05/2023,Ivy Gourd,27
17/05/2023,Banana,10
17/05/2023,Lemon,52
17/05/2023,Onion,21
17/06/2022,Mango Raw,28
17/06/2022,Lemon,55
17/06/2022,Potato,28
17/06/2022,French Beans,69
17/06/2022,Coriander Leaves,10
17/06/2022,Ladies Finger,44
17/06/2022,Green Chilli,38
17/06/2022,Capsicum,33
17/06/2022,Ivy Gourd,28
17/06/2022,Bitter Gourd,38
17/06/2022,Tomato,58
17/06/2022,Spinach,10
17/06/2022,Amla,60
17/06/2022,Onion,19
17/06/2022,Snake Gourd,22
17/06/2022,Banana,7
17/06/2023,Amla,90
17/06/2023,Coriander Leaves,11
17/06/2023,Snake Gourd,35
17/06/2023,Lemon,54
17/06/2023,Banana,10
17/06/2023,Capsicum,45
17/06/2023,Bitter Gourd,35
17/06/2023,Potato,30
17/06/2023,Tomato,38
17/06/2023,Ivy Gourd,26
17/06/2023,Spinach,16
17/06/2023,Ladies Finger,43
17/06/2023,Mango Raw,26
17/06/2023,Onion,20
17/06/2023,Green Chilli,48
17/06/2023,French Beans,86
17/07/2022,Ladies Finger,35
17/07/2022,French Beans,55
17/07/2022,Coriander Leaves,10
17/07/2022,Banana,6
17/07/2022,Onion,23
17/07/2022,Mango Raw,51
17/07/2022,Ivy Gourd,22
17/07/2022,Lemon,60
17/07/2022,Spinach,14
17/07/2022,Snake Gourd,28
17/07/2022,Green Chilli,35
17/07/2022,Capsicum,33
17/07/2022,Potato,31
17/07/2022,Bitter Gourd,33
17/07/2022,Amla,60
17/07/2022,Tomato,15
17/07/2023,Lemon,61
17/07/2023,French Beans,67
17/07/2023,Mango Raw,25
17/07/2023,Tomato,108
17/07/2023,Ladies Finger,42
17/07/2023,Potato,27
17/07/2023,Onion,23
17/07/2023,Snake Gourd,34
17/07/2023,Bitter Gourd,33
17/07/2023,Capsicum,41
17/07/2023,Green Chilli,59
17/07/2023,Ivy Gourd,25
17/07/2023,Coriander Leaves,12
17/07/2023,Amla,80
17/07/2023,Banana,7
17/07/2023,Spinach,16
17/08/2022,Banana,9
17/08/2022,Bitter Gourd,31
17/08/2022,Ladies Finger,30
17/08/2022,Lemon,65
17/08/2022,French Beans,64
17/08/2022,Spinach,15
17/08/2022,Green Chilli,39
17/08/2022,Coriander Leaves,8
17/08/2022,Tomato,19
17/08/2022,Potato,29
17/08/2022,Ivy Gourd,25
17/08/2022,Capsicum,36
17/08/2022,Onion,27
17/08/2022,Snake Gourd,30
17/08/2022,Mango Raw,109
17/08/2022,Amla,60
17/09/2022,Capsicum,42
17/09/2022,Bitter Gourd,32
17/09/2022,Amla,50
17/09/2022,Green Chilli,38
17/09/2022,Spinach,10
17/09/2022,Coriander Leaves,7
17/09/2022,Snake Gourd,28
17/09/2022,Ivy Gourd,27
17/09/2022,Lemon,50
17/09/2022,French Beans,53
17/09/2022,Mango Raw,106
17/09/2022,Potato,33
17/09/2022,Tomato,40
17/09/2022,Ladies Finger,20
17/09/2022,Banana,7
17/09/2022,Onion,22
17/10/2022,Bitter Gourd,36
17/10/2022,Spinach,12
17/10/2022,Snake Gourd,30
17/10/2022,Coriander Leaves,11
17/10/2022,Onion,23
17/10/2022,French Beans,65
17/10/2022,Ladies Finger,21
17/10/2022,Potato,31
17/10/2022,Capsicum,40
17/10/2022,Tomato,35
17/10/2022,Lemon,55
17/10/2022,Mango Raw,103
17/10/2022,Ivy Gourd,25
17/10/2022,Green Chilli,37
17/10/2022,Banana,11
17/10/2022,Amla,60
17/11/2022,Onion,38
17/11/2022,Mango Raw,88
17/11/2022,Ladies Finger,22
17/11/2022,Bitter Gourd,30
17/11/2022,Coriander Leaves,9
17/11/2022,Lemon,62
17/11/2022,Snake Gourd,30
17/11/2022,Spinach,12
17/11/2022,Capsicum,38
17/11/2022,Tomato,22
17/11/2022,Ivy Gourd,24
17/11/2022,Amla,50
17/11/2022,Green Chilli,36
17/11/2022,French Beans,64
17/11/2022,Potato,36
17/11/2022,Banana,9
17/12/2022,Coriander Leaves,9
17/12/2022,Capsicum,42
17/12/2022,Mango Raw,87
17/12/2022,Banana,9
17/12/2022,Ladies Finger,26
17/12/2022,Snake Gourd,28
17/12/2022,Lemon,52
17/12/2022,Ivy Gourd,25
17/12/2022,Potato,30
17/12/2022,Amla,60
17/12/2022,Tomato,15
17/12/2022,French Beans,24
17/12/2022,Green Chilli,36
17/12/2022,Onion,29
17/12/2022,Spinach,15
17/12/2022,Bitter Gourd,31
18/01/2022,Amla,60
18/01/2022,French Beans,31
18/01/2022,Onion,30
18/01/2022,Bitter Gourd,39
18/01/2022,Snake Gourd,37
18/01/2022,Lemon,36
18/01/2022,Coriander Leaves,7
18/01/2022,Banana,4
18/01/2022,Green Chilli,50
18/01/2022,Potato,24
18/01/2022,Mango Raw,76
18/01/2022,Capsicum,43
18/01/2022,Ladies Finger,54
18/01/2022,Tomato,35
18/01/2022,Spinach,12
18/01/2022,Ivy Gourd,35
18/01/2023,Coriander Leaves,6
18/01/2023,French Beans,32
18/01/2023,Amla,60
18/01/2023,Green Chilli,40
18/01/2023,Onion,28
18/01/2023,Capsicum,45
18/01/2023,Lemon,56
18/01/2023,Mango Raw,86
18/01/2023,Ivy Gourd,23
18/01/2023,Tomato,32
18/01/2023,Potato,31
18/01/2023,Bitter Gourd,29
18/01/2023,Spinach,14
18/01/2023,Banana,10
18/01/2023,Snake Gourd,28
18/01/2023,Ladies Finger,28
18/02/2022,Coriander Leaves,12
18/02/2022,Lemon,40
18/02/2022,Onion,35
18/02/2022,Mango Raw,70
18/02/2022,Tomato,17
18/02/2022,Amla,50
18/02/2022,Bitter Gourd,33
18/02/2022,Snake Gourd,31
18/02/2022,Ladies Finger,54
18/02/2022,Potato,23
18/02/2022,French Beans,37
18/02/2022,Capsicum,43
18/02/2022,Banana,6
18/02/2022,Ivy Gourd,34
18/02/2022,Green Chilli,57
18/02/2022,Spinach,13
18/02/2023,Mango Raw,94
18/02/2023,Ivy Gourd,25
18/02/2023,Banana,11
18/02/2023,French Beans,37
